Engagement metrics for individual posts. Created date indicates when your post was created. All dates and times are in UTC.,,,,,,,,,,,,,,,,,,,
Post title,Post link,Post type,Campaign name,Posted by,Created date,Campaign start date,Campaign end date,Audience,Impressions,Views,Offsite Views,Clicks,Click through rate (CTR),Likes,Comments,Reposts,Follows,Engagement rate,Content Type
"🚀Hiring Digital Marketing Consultant/Firm to lead our Digital Market Linkage Lab (DMLL) for the SEED Program. 🚀

Orbit Innovation Hub is looking for an experienced consultant or firm to spearhead a 7-week initiative aimed at strengthening the digital presence of MSMEs in Arba Minch, Bahir Dar, Adama, and Debre Birhan. 📈

The selected candidate will lead a team of 10+ and will be responsible for a comprehensive scope of work, including enterprise gap assessments, social media strategy, website content development, and coaching. To ensure seamless collaboration and deep local insight, we prefer every applicant to be based in their respective city of application. 📍

This is a critical role in our mission to foster a thriving entrepreneurial ecosystem. If you are a strategic thinker with a proven track record in digital marketing and a passion for mentorship, we want to hear from you. 🌟

Key Responsibilities:
Social media strategy & content creation 📱
Website content development 💻
Coaching for interns & staff 🤝
Digital lending awareness training 💰
Application Deadline: October 10, 2025 🗓️

For the full Terms of Reference and to apply, please find the details here: https://lnkd.in/dGQWsjJm 🔗

To apply, submit your technical and financial proposals with work samples to contact@orbitinnovationhub.com with the subject line ""DMLL Consultant Application – [Your Name/Firm]."" 📧

and/or Fill out this form: https://lnkd.in/daC6JB65

#LinkedIn #Hiring #Consultant #DigitalMarketing #MSMEs #EconomicDevelopment #Ethiopia #Strategy #Marketing",https://www.linkedin.com/feed/update/urn:li:activity:7379875624141602816,Organic,,Amanuel Balcha,10/03/2025,,,All followers,4342,,,182,0.04191616923,36,3,7,,0.05251036212,
"""How do you learn resilience? By being resilient."" 

💪 This powerful insight from Pazion Cherinet our Founder sums up his journey from Boeing to pioneering tech in Ethiopia in his latest podcast appearance over at agi podcast

This episode is a masterclass in: 
🧠 Strategic thinking under pressure. 
🚧 Overcoming setbacks (COVID, instability). 
🔑 Building successful teams from scratch.

Must-listen for leaders and founders! 
🔗 https://lnkd.in/d76EFpKp 
#Resilience #LeadershipDevelopment #Startups #Business #AfricaTech",https://www.linkedin.com/feed/update/urn:li:activity:7378391943547908098,Organic,,Amanuel Balcha,09/29/2025,,,All followers,1675,,,48,0.02865671553,14,0,2,,0.03820895404,
"🌻መልካም የመስቀል በዓል! 🌻
በዓሉ የሰላም፣ ፍቅርና አንድነትን እንዲሆን እንመኛለን።",https://www.linkedin.com/feed/update/urn:li:activity:7377270232811352064,Organic,,Amanuel Balcha,09/26/2025,,,All followers,810,,,13,0.01604938321,22,0,0,,0.04320987687,
"At the SEED Cohort 5 Inauguration, the future of Ethiopian business was pitched live. We're shining a spotlight on three powerful solutions that captivated the audience:

Aminat Mohamed (DEKUS TOMATO POWDER): Providing a healthier, sustainable alternative to fresh tomatoes while building a strong value chain for local agriculture. 👩‍🌾

Rediet Alemayehu (SHeMan Design & Ethio Fabrics): Blending deep cultural heritage with modern, sustainable textile design, championing inclusive growth. 🧵

Jalene Tadesse Chalidnatwchs (DNA TECHS): Democratizing complex data to drive smarter business decisions and measurable growth. 📈

#StartupPitches #Entrepreneurs #Innovation #BusinessGrowth #EthiopianEcosystem #WomenInBusiness",https://www.linkedin.com/feed/update/urn:li:activity:7376993947362951168,Organic,,Amanuel Balcha,09/25/2025,,,All followers,2257,,,528,0.2339388579,41,0,5,,0.2543199062,
"Strategic partnerships are the foundation of a thriving startup ecosystem. 🤝

We were honored to have Dr. Hassan Hussein, CEO of EDI, share his insights on the new Entrepreneurship Policy and the upcoming Startup Law. His emphasis on the ""right time"" for startups to grow, coupled with his advice on ""market, money, and management,"" provided a clear roadmap for our graduates. We're proud to be part of an ecosystem dedicated to supporting innovation. ✨

#EDI #Ecosystem #Partnership #StartupPolicy #EthiopianStartups",https://www.linkedin.com/feed/update/urn:li:activity:7376610816202072064,Organic,,Amanuel Balcha,09/24/2025,,,All followers,1559,,,49,0.03143040463,28,1,1,,0.05067350715,
"🌍 SEED’s Journey of Impact

In just two years, Orbit Innovation Hub, through the SEED Program, has incubated 377 startups across 12+ cities, with 300 of them accessing seed grant facilitation. We are proud to have supported startups that have already created 1,000+ jobs! 🚀

But we’re just getting started! Over the next three years, we will incubate the remaining 623 startups, reaching our 5-year target of 1,000 innovative businesses outside of Addis Ababa through mentorship, training, and incubation.

Saturday’s inauguration perfectly captured this journey of growth and impact. Our Co-Founder & COO, Girum Assefa Habtewold, highlighted the incredible success of Cohort 5, our first women-lead cohort. From 3 cities, 75 startups graduated, with 95% being women-led—a true reflection of our commitment to inclusive growth. ✨

His words to the founders remain a powerful reminder for every entrepreneur: ""Stay strong and remain committed. At the end of the tunnel, there is always light; and with persistence, things will change for the better.""

#OrbitInnovationHub #SEEDProgram #WomenInBusiness #StartupEthiopia #Innovation #InclusiveGrowth #Entrepreneurship
",https://www.linkedin.com/feed/update/urn:li:activity:7376548466191187969,Organic,,Amanuel Balcha,09/24/2025,,,All followers,1687,,,74,0.04386484995,29,0,0,,0.06105512753,
"The Sheger City SEED Cohort Five Inauguration & Community Development Day was a monumental success! 🥂 

We're kicking off a week-long series to unpack the key takeaways. We celebrated a cohort of 75 startups, 95% of which are women-owned, showcasing their journey from idea to market-ready business. Follow us this week as we highlight key speakers, spotlight our brilliant female founders, and share lessons from the front lines of Ethiopian entrepreneurship. 🇪🇹🌱

#SEEDCohort5 #Entrepreneurship #InclusiveGrowth #WomenInBusiness #StartupEthiopia #InnovationForImpact #OrbitInnovationHub",https://www.linkedin.com/feed/update/urn:li:activity:7375880646499598336,Organic,,Amanuel Balcha,09/22/2025,,,All followers,5159,,,1604,0.3109129667,85,0,3,,0.3279705346,
"A Monumental Day for Ethiopian Entrepreneurship: 
Recap of SEED Cohort 5 Inauguration & Community Development Day!

What an absolutely inspiring and impactful day we experienced at the Sheger City SEED Cohort Five Inauguration & Community Development Day at Skylight Hotel! It was a powerful gathering celebrating innovation, inclusive growth, and the immense potential of Ethiopian entrepreneurs.

Key Highlights from the Day:
🎤 Vision & Commitment: Girum Assefa Habtewold (COO, Orbit Innovation Hub) lauded our women-only Cohort 5, proudly noting that 95% of the 75 graduating startups are women-owned. His message of perseverance resonated deeply: ""Stay strong and remain committed. At the end of the tunnel, there is always light!""

Dr. Hassan Hussein (CEO, Entrepreneurship Development Institute (EDI) - Ethiopia) shared exciting news about the new Entrepreneurship Policy and upcoming Startup Law, emphasizing that ""this is the right time for startups to grow."" He underscored success factors: ""market, money, and management,"" and the wisdom to ""never let it go no matter the cost.""

🚀 Innovation in Action: 
Startup Pitches Jalene C. (DNA TECHS) showcased data analysis democratization for all businesses. Aminat Mohamed (DEKUS TOMATO POWDER) presented a sustainable food solution for healthier communities. Rediet SHeMan Design (SHeMan Design & Ethio Fabrics) highlighted eco-friendly fashion rooted in Ethiopian culture.

🔬 Thriving Exhibition Floor: 
The event truly came alive with all 75 Cohort 5 startups showcasing their innovative solutions! We saw game-changing ideas across Agri-Tech, Health & Wellness, Tech Platforms, and Sustainable Manufacturing. The diversity and ingenuity were incredible!

📜 Celebrating the Achievers: 
Graduation! The proudest moment was witnessing all 75 startups receive their Certificates of Completion! This marks their transition to market-ready businesses, ready to make a significant impact.

👋 The Journey Ahead: Closing Remarks Dawit Teshome Gebresenbet (Program Lead) eloquently concluded: ""This Certificate is your license to continue learning, continue innovating, and continue leading. The ecosystem is counting on your success, and Orbit Innovation Hub will remain your supportive partner on this journey.”
A heartfelt thank you to all our partners, mentors, investors, and every community member who contributed to this monumental success. The future of Ethiopian entrepreneurship is undeniably bright, female-led, and primed for global impact!

📢 The Story Doesn't End Here!
We'll be sharing updates and deep dives into our best stories over the coming weeks. Follow the Orbit Innovation Hub page to meet the founders, learn their business secrets, and track the journey of these 75 game-changing startups!

#SEEDCohort5 #Entrepreneurship #InclusiveGrowth #WomenInBusiness #StartupEthiopia #InnovationForImpact #Graduation #OrbitInnovationHub #EDI #EthiopianStartups #CommunityDevelopment",https://www.linkedin.com/feed/update/urn:li:activity:7375143897309712384,Organic,,Amanuel Balcha,09/20/2025,,,All followers,4435,,,3123,0.7041713595,107,0,5,,0.7294250131,
"The pitches just keep getting better here at the Sheger City SEED Cohort Five Inauguration & Community Development Day! ✨ We're still buzzing from the incredible energy at Skylight Hotel! 🤯

Our final spotlight for today goes to the amazing Rediet SHeMan Design Founder and CEO of SHeMan Design & Ethio Fabrics! 🧵🌿

Rediet is weaving together passion, culture, and sustainability into every thread! SHeMan Design specializes in stunning, naturally dyed cotton textiles and clothing, using eco-friendly mordants and vibrant plant-based colors. 🌱

🎨 Talk about fashion with a conscience!
Her mission? To preserve the rich beauty of Ethiopian traditional fabrics, infuse them with modern design, and do it all while respecting our planet and people. 🌍👗 Each piece isn't just clothing; it's a story of cultural heritage, durability, and true sustainability.

Rediet started SHeMan Design out of a deep love for Ethiopian culture and a desire to combat harmful chemicals in fashion. And she's doing it with fresh, unique style! What an inspiring vision! 🙌

Give Rediet and SHeMan Design a huge round of applause! Connect with her at +251937460806 or redietalem27@gmail.com.

#SHeManDesign #EthioFabrics #SustainableFashion #EcoFriendly #EthiopianCulture #TextileInnovation #SEEDCohort5 #FashionWithPurpose #StartupLife",https://www.linkedin.com/feed/update/urn:li:activity:7375106871055069184,Organic,,Amanuel Balcha,09/20/2025,,,All followers,1897,,,289,0.1523458064,40,2,6,,0.1776489168,
"We are still LIVE from the Sheger City SEED Cohort Five Inauguration at the Skylight Hotel, and the pitch presentations are absolutely on FIRE! 🔥🔥🔥

Next up was the incredible Aminat Mohamed, Founder of DEKUS TOMATO POWDER! 🍅💥

Aminat and Dekus are here to save our fridges (and wallets!) from the eternal problem of sad, rotten tomatoes. 😭 Their solution? A high-quality tomato powder that locks in the natural taste, nutrition, and originality of a fresh tomato, but lasts way longer! No more waste! 🎉

It’s an affordable, healthier, and super-convenient alternative for households and industries, and the best part? They are dedicated to supporting our local farmers and promoting sustainable food production! 🌍🌱

Go Dekus, go! What a truly fresh and impactful pitch! Give Aminat a huge round of applause and a follow! 👇

#DEKUS #FoodTech #Agripreneurship #SustainableFood #SEEDCohort5 #InnovationForImpact #LocalSourcing #StartupLife",https://www.linkedin.com/feed/update/urn:li:activity:7375102659390869507,Organic,,Amanuel Balcha,09/20/2025,,,All followers,1048,,,136,0.1297709942,19,0,3,,0.1507633626,
"HAPPENING NOW! 🤯 Jalene C. is making data stop playing hard to get!

We are LIVE at the Sheger City SEED Cohort Five Inauguration at Skylight Hotel, and the energy is ELECTRIC! 🔥

Huge shoutout to the incredible Jalene Tadesse Chalidnatwchs, Founder of DNA TECHs (DATA NEUTRAL ANALYSIS TECHNOLOGYS), for dropping some serious knowledge! 🧠💡

Jalene's mission is simple but revolutionary: to make expert, unbiased data analysis accessible to every business—small, medium, or huge! 🚀 They are here to democratize data and prove that you don't need a complex, expensive system to unlock insights that drive smarter decisions and fuel real growth. 📊📈

In a nutshell: DNA TECHS empowers everyone to thrive in the data-driven era! If you're struggling to translate your numbers into action, give this game-changing company a look! 

You can reach them at +251939217766 or info@datanatechs.com.

What a pitch! This is what innovation looks like! 🙌

#SEEDCohort5 #InnovationForImpact #DNATECHS #DataDemocratization #StartupLife #EthiopianInnovation #PitchDay #SkylightHotel",https://www.linkedin.com/feed/update/urn:li:activity:7375099968631693313,Organic,,Amanuel Balcha,09/20/2025,,,All followers,2436,,,417,0.1711822599,63,2,4,,0.1995073855,
"💡 Meet our expert in people and potential! 💡

We are honored to introduce Ruth Yohannes C., the Founder and General Manager of The Talent Firm, as a featured panelist at our Community Development and Inaugaration Event.

With over 15 years of experience in human resources and management, Ruth has a deep understanding of what it takes to build successful teams and resilient organizations. Through The Talent Firm, she is actively shaping the future of work in Ethiopia by providing comprehensive human capital solutions, from recruitment and employee outsourcing to essential professional development training. 💼

Follow our page for live updates and to connect with experts like Ruth Yohannes.

#happeningnow #OrbitInnovation #Leadership #Entrepreneurship #SocialImpact #WomenInLeadership #GlobalBusiness #HumanCapital #HRLeadership #Ethiopia #Startup #Networking #PanelDiscussion",https://www.linkedin.com/feed/update/urn:li:activity:7375084054599266304,Organic,,Amanuel Balcha,09/20/2025,,,All followers,1453,,,43,0.02959394269,24,0,1,,0.04679972306,
